PLUS,McMullen,State,Locality,Name,Type,Found_Date,First_Ref,Latest_Ref,Cess_Date,ED_for_Size,Size_at_ED,LD_for_Size,Size_at_LD,card_image
6566,986,IL,Chicago,Female College,Coll,1874,,1887,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/00986.gif
6567,946,IL,Bloomington,Mayor's Female College,Coll,1856,,1867,,1867,1000,1867,1000,https://library.princeton.edu/visual_materials/mcmullen/gif/00946.gif
6568,1065,IL,Evanston,Northwestern Female College,Coll,1855,,1870,,1857,317,1870,1000,https://library.princeton.edu/visual_materials/mcmullen/gif/01065.gif
6569,1226,IL,Salem,Southern Illinois Female College,Coll,,1857,1857,,1857,200,1857,200,https://library.princeton.edu/visual_materials/mcmullen/gif/01226.gif
6570,906,IL,Abingdon,Abingdon College,Coll,1855,,1875,,1867,400,1875,300,https://library.princeton.edu/visual_materials/mcmullen/gif/00906.gif
6571,940,IL,Bloomington,Illinois Wesleyan University,Coll,1857,,1904,,1857,1000,1875,2000,https://library.princeton.edu/visual_materials/mcmullen/gif/00940.gif
6572,956,IL,Carbandale,Southern Illinois College,Coll,1856,,1867,,1867,200,1867,200,https://library.princeton.edu/visual_materials/mcmullen/gif/00956.gif
6573,1021,IL,Chicago,University of Chicago,Coll,1858,,,1886,1858,500,1875,18000,https://library.princeton.edu/visual_materials/mcmullen/gif/01021.gif
6574,1061,IL,Eureka,Eureka College,Coll,1856,,1902,,1867,1500,1875,200,https://library.princeton.edu/visual_materials/mcmullen/gif/01061.gif
6575,1066,IL,Evanston,Northwestern University,Coll,1856,,1903,,1857,2030,1875,30000,https://library.princeton.edu/visual_materials/mcmullen/gif/01066.gif
6576,1068,IL,Erving,Erving College,Coll,1859,,1904,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/01068.gif
6577,1082,IL,Galesburg,Knox College,Coll,1841,,1905,,1850,1400,1875,5000,https://library.princeton.edu/visual_materials/mcmullen/gif/01082.gif
6578,1085,IL,Galesburg,Lombard University,Coll,1857,,1904,,1857,3000,1875,3600,https://library.princeton.edu/visual_materials/mcmullen/gif/01085.gif
6579,1089,IL,Genesee,Augustana College,Coll,1860,,1870,,1870,7000,1870,7000,https://library.princeton.edu/visual_materials/mcmullen/gif/01089.gif
6580,1099,IL,Hillsboro,Hillsboro College,Coll,1847,,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/01099.gif
6581,1104,IL,Jacksonville,Illinois College Library,Coll,1830,,1884,,1834,1200,1875,8000,https://library.princeton.edu/visual_materials/mcmullen/gif/01104.gif
6582,1130,IL,Lebanon,McKindree College Library,Coll,1835,,1904,,1849,1825,1875,4000,https://library.princeton.edu/visual_materials/mcmullen/gif/01130.gif
6583,1152,IL,Monmouth,Monmouth College,Coll,1856,,1902,,1857,1000,1875,2000,https://library.princeton.edu/visual_materials/mcmullen/gif/01152.gif
6584,1164,IL,Mount Morris,Mount Morris College Cassel Library,Coll,1839,,1904,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/01164.gif
6585,1185,IL,Paxton,Augusta College,Coll,1860,,1867,,1867,7000,1867,7000,https://library.princeton.edu/visual_materials/mcmullen/gif/01185.gif
6586,1204,IL,Quincy,Quincy College,Coll,1854,,1870,,1867,1000,1870,1000,https://library.princeton.edu/visual_materials/mcmullen/gif/01204.gif
6587,1206,IL,Quincy,St. Francis Solanus? College,Coll,1860,,1899,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/01206.gif
6588,1211,IL,Robin's Nest,Jubilee College,Coll,1839,,1875,,1857,3200,1875,3000,https://library.princeton.edu/visual_materials/mcmullen/gif/01211.gif
6589,1242,IL,Springfield,Illnois State University,Coll,1852,,,1867,1857,1000,1858,2000,https://library.princeton.edu/visual_materials/mcmullen/gif/01242.gif
6590,1264,IL,Upper Alton,Shurtleff College,Coll,1835,,1904,,1845,1000,1875,4500,https://library.princeton.edu/visual_materials/mcmullen/gif/01264.gif
6591,1282,IL,Wheaton,Wheaton College,Coll,1858,,1904,,1867,1000,1875,1500,https://library.princeton.edu/visual_materials/mcmullen/gif/01282.gif
6592,907,IL,Abingdon,Hedding College,Coll,1869,,1884,,1875,200,1875,200,https://library.princeton.edu/visual_materials/mcmullen/gif/00907.gif
6593,947,IL,Bourbonnais Grove,St. Viauteur's College,Coll,1869,,1898,,1870,500,1875,1200,https://library.princeton.edu/visual_materials/mcmullen/gif/00947.gif
6594,958,IL,Carlinville,Blackburn University,Coll,,1868,1904,,1875,1200,1875,1200,https://library.princeton.edu/visual_materials/mcmullen/gif/00958.gif
6595,964,IL,Carthage,Carthage College,Coll,1871,,1902,,1875,2000,1875,2000,https://library.princeton.edu/visual_materials/mcmullen/gif/00964.gif
6596,1016,IL,Chicago,St. Ignatius College,Coll,1870,,1884,,1875,9000,1875,9000,https://library.princeton.edu/visual_materials/mcmullen/gif/01016.gif
6597,1048,IL,E. St. Louis,St. Aloysins College,Coll,1868,,1870,,1870,250,1870,250,https://library.princeton.edu/visual_materials/mcmullen/gif/01048.gif
6598,1075,IL,Fulton,Illinois Soldier's College,Coll,1867,,1870,,1867,800,1870,800,https://library.princeton.edu/visual_materials/mcmullen/gif/01075.gif
6599,1076,IL,Fulton,Northern Illinois College,Coll,1873,,1904,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/01076.gif
6600,1137,IL,Lincoln,Lincoln University,Coll,1866,,1902,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/01137.gif
6601,1143,IL,Mendota,Evangelisch-Lutheriasches Collegeium,Theo coll,1875,,1875,,1875,300,1875,300,https://library.princeton.edu/visual_materials/mcmullen/gif/01143.gif
6602,1166,IL,Plainfield / Napierville,Northwestern College,Coll,1867,,1904,,1867,300,1875,1000,https://library.princeton.edu/visual_materials/mcmullen/gif/01166.gif
6603,1212,IL,Rock Island,Augustana College,Coll,1861,,1902,,1875,5000,1875,5000,https://library.princeton.edu/visual_materials/mcmullen/gif/01212.gif
6604,1260,IL,Teutapolis,St. Joseph's Ecclesiastical College,Coll,1861,,1884,,1870,700,1870,700,https://library.princeton.edu/visual_materials/mcmullen/gif/01260.gif
6605,1269,IL,Urbana,Illinois Industrial University,Coll,1868,,1884,,1875,10600,1875,10600,https://library.princeton.edu/visual_materials/mcmullen/gif/01269.gif
6606,1281,IL,Westfield,Westfield College,Coll,1865,,1904,,1867,100,1875,865,https://library.princeton.edu/visual_materials/mcmullen/gif/01281.gif
6607,4916,OH,Akron,Buchtel College - Bierce Library,Coll,1871,,1884,,1875,1000,1875,1000,https://library.princeton.edu/visual_materials/mcmullen/gif/04916.gif
6608,4928,OH,Athens,Ohio University,Coll,1820,,1884,,1845,2500,1875,7500,https://library.princeton.edu/visual_materials/mcmullen/gif/04928.gif
6609,4939,OH,Berea,Baldwin University,Coll,1850,,1884,,1870,1000,1875,2000,https://library.princeton.edu/visual_materials/mcmullen/gif/04939.gif
6610,4945,OH,Berea,German Wallace College,Coll,1866,,1884,,1870,400,1875,550,https://library.princeton.edu/visual_materials/mcmullen/gif/04945.gif
6611,4950,OH,Blendon,Central College,Coll,1843,,1858,,1850,550,1858,600,https://library.princeton.edu/visual_materials/mcmullen/gif/04950.gif
6612,4968,OH,Carthagena,Theological Seminary of St. Charles Borromeo,Theo coll,1864,,1875,,1870,1400,1875,5000,https://library.princeton.edu/visual_materials/mcmullen/gif/04968.gif
6613,5009,OH,Cincinnati,Mt. St. Mary's Seminary of the West,Theo coll,1849,,1875,,1870,10000,1875,15100,https://library.princeton.edu/visual_materials/mcmullen/gif/05009.gif
6614,5022,OH,Cincinnati,St. Francis Seraph? College Library,Coll,1858,,1858,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/05022.gif
6615,5035,OH,Cincinnati,Woodward College Library,Coll,,1845,1850,,1845,800,1850,1400,https://library.princeton.edu/visual_materials/mcmullen/gif/05035.gif
6616,5024,OH,Cincinnati,St. Xavier College Library,Coll,1841,,1875,,1849,5600,1875,14000,https://library.princeton.edu/visual_materials/mcmullen/gif/05024.gif
6617,4981,OH,Cincinnati,Law School of Cincinnati College,Law coll,,1858,1884,,1858,2500,1875,938,https://library.princeton.edu/visual_materials/mcmullen/gif/04981.gif
6618,5033,OH,Cincinnati,University of Cincinnati,Coll,1875,,1875,,1875,500,1875,500,https://library.princeton.edu/visual_materials/mcmullen/gif/05033.gif
6619,5023,OH,Cincinnati,St. Joseph's College,Coll,1873,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/05023.gif
6620,5000,OH,Cincinnati,Hebrew Union College,Coll,1875,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/05000.gif
6621,5004,OH,Cincinnati,Lane Theological Seminary at Walnut Hills,Theo coll,1837,,1884,,1845,10300,1875,12000,https://library.princeton.edu/visual_materials/mcmullen/gif/05004.gif
6622,4996,OH,Cincinnati,Fairmont Theological Seminary,Theo coll,1849,,1857,,1857,4000,1857,4000,https://library.princeton.edu/visual_materials/mcmullen/gif/04996.gif
6623,4982,OH,Cincinnati,Cincinnati College of Medicine and Surgery,Med coll,1851,,1858,,1858,2129,1858,2129,https://library.princeton.edu/visual_materials/mcmullen/gif/04982.gif
6624,12665,OH,Cincinnati,Cincinnati College of Pharmacy Library,Med coll,1850,,1900,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/12665.gif
6625,4995,OH,Cincinnati,Eclectic Medical Institute,Med coll,1845,,1900,,1857,1941,1870,2000,https://library.princeton.edu/visual_materials/mcmullen/gif/04995.gif
6626,5006,OH,Cincinnati,Medical College of Ohio,Med coll,1826,,1884,,1850,2129,1875,5000,https://library.princeton.edu/visual_materials/mcmullen/gif/05006.gif
6627,12671,OH,Cincinnati,Ohio of Dental Surgery,Med coll,1846,,1900,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/12671.gif
6628,5015,OH,Cincinnati,Physio Medical College of Ohio,Med coll,1848,,1855,,1855,442,1855,442,https://library.princeton.edu/visual_materials/mcmullen/gif/05015.gif
6629,5019,OH,Cincinnati,Pulte Medical College,Med coll,1872,,1884,,1875,480,1875,480,https://library.princeton.edu/visual_materials/mcmullen/gif/05019.gif
6630,5049,OH,Cleveland,Calvin College,Coll,1873,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/05049.gif
6631,5057,OH,Cleveland,Cleveland University,Coll,,1858,1858,,1858,600,1858,600,https://library.princeton.edu/visual_materials/mcmullen/gif/05057.gif
6632,5067,OH,Cleveland,Adelbert College of Wester Reserve University,Coll,1826,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/05067.gif
6633,12674,OH,Cleveland,Cleveland College of Physicians and Surgeons,Med coll,1863,,1900,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/12674.gif
6634,5060,OH,Cleveland,Ohio State and Union Law College,Law coll,1856,,1875,,1870,3000,1875,3000,https://library.princeton.edu/visual_materials/mcmullen/gif/05060.gif
6635,5054,OH,Cleveland,Cleveland Medical College,Med coll,1843,,1870,,1858,1000,1870,5000,https://library.princeton.edu/visual_materials/mcmullen/gif/05054.gif
6636,5059,OH,Cleveland,Homoeopathic Medical College,Med coll,1849,,1884,,1870,5000,1875,1000,https://library.princeton.edu/visual_materials/mcmullen/gif/05059.gif
6637,5070,OH,Cleveland,Western Reserve Medical College,Med coll,1843,,1884,,1850,1000,1875,2000,https://library.princeton.edu/visual_materials/mcmullen/gif/05070.gif
6638,5080,OH,College Hill,Ohio Female College,Coll,1851,,1870,,1870,2000,1870,2000,https://library.princeton.edu/visual_materials/mcmullen/gif/05080.gif
6639,5093,OH,Columbus,Library of the Pontifical College of Josephinum,Coll,1873,,1873,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/05093.gif
6640,5084,OH,Columbus,Capitol University,Coll,1852,,1884,,1875,3000,1875,3000,https://library.princeton.edu/visual_materials/mcmullen/gif/05084.gif
6641,5099,OH,Columbus,Starling Medical College,Med coll,1847,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/05099.gif
6642,5094,OH,Columbus,Ohio State University,Agri coll,1873,,1884,,1875,1000,1875,1000,https://library.princeton.edu/visual_materials/mcmullen/gif/05094.gif
6643,5103,OH,Columbus,Evangelical Lutheran Seminary,Theo coll,1832,,1884,,1875,2500,1875,2500,https://library.princeton.edu/visual_materials/mcmullen/gif/05103.gif
6644,5122,OH,Dayton,Union Biblical Seminary,Theo coll,1872,,1875,,1875,300,1875,300,https://library.princeton.edu/visual_materials/mcmullen/gif/05122.gif
6645,5127,OH,Delaware,Ohio Wesleyan University,Coll,1845,,1884,,1846,1000,1875,10400,https://library.princeton.edu/visual_materials/mcmullen/gif/05127.gif
6646,5159,OH,Gambier,Kenyon College,Coll,1826,,1884,,1845,8750,1870,7000,https://library.princeton.edu/visual_materials/mcmullen/gif/05159.gif
6647,5162,OH,Gambier,Kenyon College Seminary of the Diocese of Ohio,Theo coll,1826,,1884,,1845,8750,1870,7000,https://library.princeton.edu/visual_materials/mcmullen/gif/05162.gif
6648,5164,OH,Glendale,Glendale Female College,Coll,1854,,1870,,1870,2000,1870,2000,https://library.princeton.edu/visual_materials/mcmullen/gif/05164.gif
6649,5166,OH,Granville,Denison University,Coll,1831,,1884,,1845,3000,1875,9000,https://library.princeton.edu/visual_materials/mcmullen/gif/05166.gif
6650,5171,OH,Granville?,Granville Female College,Coll,1833,,1870,,1870,2000,1870,2000,https://library.princeton.edu/visual_materials/mcmullen/gif/05171.gif
6651,5173,OH,Granville,Granville Theological Department,Theo coll,,1845,1845,,1845,500,1845,500,https://library.princeton.edu/visual_materials/mcmullen/gif/05173.gif
6652,5196,OH,Hillsborough,Hillsborough Female College,Coll,1855,,1870,,1870,300,1870,300,https://library.princeton.edu/visual_materials/mcmullen/gif/05196.gif
6653,5198,OH,Hiram,Hiram College,Coll,1854,,1884,,1875,900,1875,900,https://library.princeton.edu/visual_materials/mcmullen/gif/05198.gif
6654,5204,OH,Hudson,Western Reserve College,Coll,1827,,1875,,1845,6247,1875,5000,https://library.princeton.edu/visual_materials/mcmullen/gif/05204.gif
6655,5239,OH,Marietta,Marietta College Library,Coll,1835,,1884,,1838,3000,1875,15130,https://library.princeton.edu/visual_materials/mcmullen/gif/05239.gif
6656,5270,OH,Mt. Union,Mt. Union College,Coll,1846,,1884,,1870,2500,1875,3768,https://library.princeton.edu/visual_materials/mcmullen/gif/05270.gif
6657,5275,OH,New Athens,Franklin College Library,Coll,1825,,1858,,1845,1900,1858,2000,https://library.princeton.edu/visual_materials/mcmullen/gif/05275.gif
6658,5279,OH,New Concord,Muskingum College,Coll,1837,,1884,,1870,1300,1875,600,https://library.princeton.edu/visual_materials/mcmullen/gif/05279.gif
6659,30921,OH,Northwood,Reformed Presbyterian Theological Seminary Library,Theo coll,,1850,1850,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/30921.gif
6660,5298,OH,Oberlin,Oberlin College Library,Coll,1834,,1884,,1849,4000,1875,7000,https://library.princeton.edu/visual_materials/mcmullen/gif/05298.gif
6661,5302,OH,Oberlin,Oberlin College - Theological College,Theo coll,1835,,1884,,1858,700,1875,3000,https://library.princeton.edu/visual_materials/mcmullen/gif/05302.gif
6662,5309,OH,Oxford,Miami University,Coll,1824,,1884,,1845,4356,1870,9000,https://library.princeton.edu/visual_materials/mcmullen/gif/05309.gif
6663,5312,OH,Oxford,Oxford Female College,Coll,1854,,1870,,1870,2000,1870,2000,https://library.princeton.edu/visual_materials/mcmullen/gif/05312.gif
6664,5314,OH,Oxford,Theological Seminary Associate Reformed Church,Theo coll,1839,,1858,,1858,1500,1858,1500,https://library.princeton.edu/visual_materials/mcmullen/gif/05314.gif
6665,5336,OH,Galbreath,Rio Grand College Library,Coll,1875,,1875,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/05336.gif
6666,5349,OH,Scio,One Study University,Coll,1860,,1875,,1875,800,1875,800,https://library.princeton.edu/visual_materials/mcmullen/gif/05349.gif
6667,5352,OH,Scio,Scio College Libraries,Coll,1866,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/05352.gif
6668,5361,OH,Springfield,Wittenberg College Library,Coll,1847,,1884,,1849,5265,1875,1000,https://library.princeton.edu/visual_materials/mcmullen/gif/05361.gif
6669,5371,OH,Tiffin,Heidelberg College,Coll,1850,,1884,,1857,420,1875,4000,https://library.princeton.edu/visual_materials/mcmullen/gif/05371.gif
6670,5376,OH,Tiffin,Theological Seminary of German Reformed Church,Theo coll,1852,,1884,,1857,2100,1875,2777,https://library.princeton.edu/visual_materials/mcmullen/gif/05376.gif
6671,5380,OH,Toledo,Ursuline? Academy,Coll,1860,,1860,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/05380.gif
6672,5391,OH,Urbana,Urbana University,Coll,1852,,1884,,1857,3100,1875,5000,https://library.princeton.edu/visual_materials/mcmullen/gif/05391.gif
6673,5415,OH,West Geneva,Geneva College,Coll,1871,,1875,,1875,400,1875,400,https://library.princeton.edu/visual_materials/mcmullen/gif/05415.gif
6674,5417,OH,Westerville,Ottebein University,Coll,1857,,1884,,1857,1500,1875,950,https://library.princeton.edu/visual_materials/mcmullen/gif/05417.gif
6675,5424,OH,Wilberforce,Wilberforce University,Coll,1863,,1884,,1870,3000,1875,3000,https://library.princeton.edu/visual_materials/mcmullen/gif/05424.gif
6676,5427,OH,Willoughby,Willoughby College,Coll,1865,,1875,,1870,3000,1875,3000,https://library.princeton.edu/visual_materials/mcmullen/gif/05427.gif
6677,5428,OH,Wilmington,Wilmington College,Coll,1870,,1884,,1875,550,1875,550,https://library.princeton.edu/visual_materials/mcmullen/gif/05428.gif
6678,5435,OH,Wooster,University of Wooster,Coll,1870,1870,1884,,1875,5000,1875,5000,https://library.princeton.edu/visual_materials/mcmullen/gif/05435.gif
6679,5440,OH,Xenia,Xenia College,Coll,1850,,1870,,1870,425,1870,425,https://library.princeton.edu/visual_materials/mcmullen/gif/05440.gif
6680,5438,OH,Xenia,Xenia Theological Seminary Library,Theo coll,1855,,1875,,1857,2050,1875,5000,https://library.princeton.edu/visual_materials/mcmullen/gif/05438.gif
6681,5439,OH,Xenia,Wilberforce University Theological Seminary,Theo coll,1863,,1875,,1875,900,1875,900,https://library.princeton.edu/visual_materials/mcmullen/gif/05439.gif
6682,5443,OH,Yellow Springs,Antioch College,Coll,1853,,1884,,1857,3018,1875,5000,https://library.princeton.edu/visual_materials/mcmullen/gif/05443.gif
